Year;Time;DirectInclined;DiffuseInclined;Reflected;GlobalInclined;DirectHoriz;DiffusHoriz;GlobalHoriz;Clear-Sky;TopofAtmosphere
2005-01-01;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;02:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;03:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;04:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;05:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;06:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;07:30;0.0000;0.0095;0.0001;0.0096;0.0006;0.0104;0.0110;0.0201;0.1927;5
2005-01-01;07:45;0.4150;1.0591;0.0122;1.4863;0.0660;1.1129;1.1790;2.8045;9.6998;5
2005-01-01;08:00;0.9685;3.4852;0.0396;4.4933;0.2168;3.6198;3.8366;9.5934;24.0271;5
2005-01-01;08:15;1.5161;6.4685;0.0732;8.0578;0.4585;6.6365;7.0951;18.1193;37.8616;5
2005-01-01;08:30;2.4848;9.8471;0.1126;12.4445;0.8926;10.0306;10.9232;27.3606;51.1441;5
2005-01-01;08:45;3.6973;13.3808;0.1552;17.2334;1.4853;13.5707;15.0560;36.7879;63.8177;5
2005-01-01;09:00;5.1042;17.0080;0.2000;22.3122;2.2205;17.1764;19.3969;46.1007;75.8281;2
2005-01-01;09:15;8.8036;21.8719;0.2654;30.9408;4.0759;21.6641;25.7400;55.1093;87.1239;2
2005-01-01;09:30;33.0584;30.1154;0.4364;63.6101;15.9988;26.3266;42.3254;63.6812;97.6568;2
2005-01-01;09:45;58.7342;33.0194;0.5726;92.3262;29.3712;26.1699;55.5410;71.7156;107.3816;2
2005-01-01;10:00;48.1433;36.3519;0.5718;85.0670;24.7370;30.7233;55.4604;79.1325;116.2566;2
2005-01-01;10:15;49.5863;38.7863;0.6102;88.9828;26.0553;33.1296;59.1849;85.8603;124.2440;2
2005-01-01;10:30;22.3485;37.8832;0.4964;60.7282;11.9399;36.2097;48.1496;91.8475;131.3094;2
2005-01-01;10:45;8.9732;33.1772;0.3960;42.5464;4.8663;33.5434;38.4097;97.0531;137.4227;2
2005-01-01;11:00;5.3584;29.5256;0.3429;35.2269;2.9399;30.3178;33.2577;101.4409;142.5576;2
2005-01-01;11:15;4.8426;29.1454;0.3370;34.3250;2.6801;30.0070;32.6871;104.9815;146.6921;2
2005-01-01;11:30;5.9248;31.8763;0.3712;38.1723;3.2994;32.7067;36.0061;107.6519;149.8086;2
2005-01-01;11:45;6.6747;33.5499;0.3926;40.6172;3.7313;34.3471;38.0784;109.4353;151.8938;2
2005-01-01;12:00;5.7364;32.0957;0.3731;38.2052;3.2131;32.9721;36.1852;110.3205;152.9386;2
2005-01-01;12:15;7.3699;34.7688;0.4087;42.5474;4.1280;35.5165;39.6444;110.3018;152.9386;2
2005-01-01;12:30;7.6188;34.9204;0.4113;42.9505;4.2591;35.6334;39.8925;109.3791;151.8938;2
2005-01-01;12:45;8.0316;35.0151;0.4138;43.4605;4.4719;35.6611;40.1330;107.5577;149.8086;2
2005-01-01;13:00;10.2783;36.5302;0.4388;47.2473;5.6868;36.8709;42.5577;104.8487;146.6921;2
2005-01-01;13:15;15.7288;39.0076;0.4863;55.2226;8.6286;38.5370;47.1656;101.2705;142.5576;2
2005-01-01;13:30;19.0768;39.0955;0.4989;58.6712;10.3528;38.0383;48.3912;96.8451;137.4227;2
2005-01-01;13:45;15.8152;36.2356;0.4540;52.5048;8.4649;35.5648;44.0297;91.6010;131.3094;2
2005-01-01;14:00;13.4066;33.3659;0.4123;47.1847;7.0477;32.9379;39.9856;85.5748;124.2440;2
2005-01-01;14:15;12.7343;31.0691;0.3831;44.1865;6.5453;30.6099;37.1552;78.8113;116.2566;2
2005-01-01;14:30;12.6134;28.8371;0.3562;41.8068;6.3034;28.2473;34.5507;71.3652;107.3816;2
2005-01-01;14:45;13.6429;26.8735;0.3354;40.8518;6.5832;25.9489;32.5321;63.3031;97.6568;2
2005-01-01;15:00;9.9518;22.7250;0.2764;32.9532;4.5941;22.2164;26.8105;54.7077;87.1239;2
2005-01-01;15:15;7.5157;18.8777;0.2253;26.6187;3.2700;18.5791;21.8491;45.6846;75.8281;2
2005-01-01;15:30;5.1602;14.8314;0.1732;20.1648;2.0745;14.7279;16.8024;36.3751;63.8177;5
2005-01-01;15:45;3.2746;10.9394;0.1251;14.3391;1.1769;10.9568;12.1337;26.9824;51.1441;5
2005-01-01;16:00;1.8139;7.1516;0.0802;9.0458;0.5500;7.2274;7.7774;17.8239;37.8616;5
2005-01-01;16:15;1.0483;3.7582;0.0420;4.8485;0.2350;3.8360;4.0710;9.4452;24.0271;5
2005-01-01;16:30;0.2475;1.1303;0.0127;1.3904;0.0375;1.1900;1.2276;2.8075;9.6998;5
2005-01-01;16:45;0.0000;0.0136;0.0002;0.0137;0.0000;0.0147;0.0147;0.0258;0.1927;5
2005-01-01;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;17:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;17:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;18:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;18:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;19:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;19:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;20:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;20:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;21:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;21:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;22:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;22:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;23:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;23:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-01;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;02:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;03:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;03:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;03:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;04:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;04:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;04:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;04:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;05:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;05:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;05:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;05:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;06:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;06:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;06:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;06:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;07:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;07:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;07:30;0.0000;0.0252;0.0003;0.0255;0.0016;0.0274;0.0290;0.0338;0.2609;5
2005-01-02;07:45;0.7683;1.8811;0.0214;2.6708;0.1163;1.9606;2.0769;3.2636;10.0964;5
2005-01-02;08:00;1.9958;6.0397;0.0684;8.1039;0.4620;6.1677;6.6297;10.7272;24.4332;5
2005-01-02;08:15;6.5171;11.2799;0.1299;17.9269;2.0088;10.5886;12.5974;19.8175;38.2769;5
2005-01-02;08:30;14.4575;16.2642;0.2010;30.9227;5.2370;14.2584;19.4954;29.5021;51.5682;5
2005-01-02;08:45;25.0702;20.7786;0.2828;46.1316;10.1344;17.2920;27.4264;39.2744;64.2502;5
2005-01-02;09:00;35.9401;24.5571;0.3658;60.8630;15.6926;19.7883;35.4808;48.8630;76.2686;2
2005-01-02;09:15;41.4653;27.7519;0.4305;69.6476;19.2081;22.5421;41.7501;58.1014;87.5720;2
2005-01-02;09:30;73.5716;28.2038;0.5792;102.3547;35.6677;20.5112;56.1789;66.8728;98.1118;2
2005-01-02;09:45;102.2832;26.3611;0.7122;129.3565;51.2842;17.7967;69.0809;75.0861;107.8431;2
2005-01-02;10:00;103.5331;29.3483;0.7607;133.6421;53.3469;20.4321;73.7791;82.6654;116.7241;2
2005-01-02;10:15;98.5035;33.2621;0.7845;132.5501;51.9136;24.1764;76.0900;89.4927;124.7167;2
2005-01-02;10:30;131.7539;28.1197;0.9252;160.7989;70.6721;19.0674;89.7395;95.5409;131.7869;2
2005-01-02;10:45;142.8831;27.5203;0.9922;171.3956;77.7149;18.5148;96.2297;100.7963;137.9042;2
2005-01-02;11:00;148.7136;27.9507;1.0376;177.7019;81.7808;18.8587;100.6395;105.2238;143.0425;2
2005-01-02;11:15;156.3655;27.4083;1.0839;184.8577;86.7125;18.4178;105.1303;108.7956;147.1798;2
2005-01-02;11:30;156.1445;28.7861;1.0996;186.0302;87.1161;19.5323;106.6484;111.4898;150.2984;2
2005-01-02;11:45;160.8034;28.2663;1.1257;190.1953;90.0697;19.1099;109.1796;113.2904;152.3849;2
2005-01-02;12:00;161.6392;28.4565;1.1339;191.2296;90.7132;19.2631;109.9763;114.1868;153.4304;2
2005-01-02;12:15;162.1532;28.3003;1.1356;191.5890;91.0017;19.1374;110.1391;114.1740;153.4304;2
2005-01-02;12:30;159.1804;28.7563;1.1204;189.0571;89.1606;19.5061;108.6667;113.2521;152.3849;2
2005-01-02;12:45;155.7603;28.8994;1.0983;185.7581;86.9026;19.6253;106.5279;111.4267;150.2984;2
2005-01-02;13:00;149.0229;29.5729;1.0602;179.6560;82.6412;20.1904;102.8316;108.7075;147.1798;2
2005-01-02;13:15;143.2933;29.5047;1.0203;173.8183;78.8014;20.1539;98.9553;105.0693;143.0425;2
2005-01-02;13:30;134.7003;29.8018;0.9662;165.4682;73.2648;20.4459;93.7107;100.5561;137.9042;2
2005-01-02;13:45;125.6594;29.7671;0.9061;156.3326;67.3950;20.4862;87.8812;95.2188;131.7869;2
2005-01-02;14:00;113.7170;29.9717;0.8326;144.5213;59.9321;20.8244;80.7565;89.0930;124.7167;2
2005-01-02;14:15;89.0885;32.1525;0.7154;121.9565;45.9027;23.4878;69.3906;82.2220;116.7241;2
2005-01-02;14:30;109.5760;24.6154;0.7336;134.9250;54.9158;16.2365;71.1524;74.6581;107.8431;2
2005-01-02;14:45;95.2837;24.4094;0.6425;120.3356;46.1398;16.1770;62.3168;66.4637;98.1118;2
2005-01-02;15:00;77.7473;24.2675;0.5403;102.5552;36.0074;16.3995;52.4069;57.7139;87.5720;2
2005-01-02;15:15;56.9831;23.6243;0.4288;81.0363;24.9010;16.6895;41.5906;48.5012;76.2686;2
2005-01-02;15:30;40.3185;21.3539;0.3297;62.0022;16.2883;15.6891;31.9774;38.9451;64.2502;5
2005-01-02;15:45;24.6662;17.8609;0.2357;42.7627;8.9310;13.9287;22.8597;29.2165;51.5682;5
2005-01-02;16:00;10.7221;12.7910;0.1477;23.6607;3.3076;11.0130;14.3207;19.5936;38.2769;5
2005-01-02;16:15;2.5942;6.7322;0.0742;9.4006;0.6081;6.5905;7.1986;10.6005;24.4332;5
2005-01-02;16:30;0.5074;2.0280;0.0225;2.5579;0.0770;2.1078;2.1848;3.2537;10.0964;5
2005-01-02;16:45;0.0000;0.0357;0.0004;0.0361;0.0000;0.0386;0.0386;0.0419;0.2609;5
2005-01-02;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;17:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;17:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;18:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;18:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;19:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;19:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;20:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;20:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;21:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;21:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;22:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;22:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;23:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;23:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-02;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;02:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;03:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;03:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;03:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;04:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;04:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;04:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;04:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;05:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;05:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;05:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;05:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;06:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;06:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;06:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;06:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;07:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;07:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1
2005-01-03;07:30;0.0000;0.0268;0.0003;0.0272;0.0017;0.0292;0.0310;0.0476;0.3465;5
2005-01-03;07:45;0.4820;1.2281;0.0141;1.7242;0.0764;1.2885;1.3650;2.8788;10.5268;5
2005-01-03;08:00;1.0233;3.7739;0.0428;4.8400;0.2363;3.9166;4.1529;9.0996;24.8738;5
2005-01-03;08:15;1.7864;7.1960;0.0814;9.0638;0.5514;7.3466;7.8980;16.9041;38.7273;5
2005-01-03;08:30;3.2405;11.0272;0.1269;14.3945;1.1809;11.1280;12.3089;25.4866;52.0280;5
2005-01-03;08:45;5.5782;15.3337;0.1808;21.0928;2.2668;15.2698;17.5366;34.3619;64.7190;5
2005-01-03;09:00;8.1347;19.4515;0.2346;27.8208;3.5701;19.1828;22.7528;43.2156;76.7459;2
2005-01-03;09:15;8.5120;21.9909;0.2659;30.7687;3.9445;21.8450;25.7895;51.8327;88.0572;2
2005-01-03;09:30;3.4323;18.1123;0.2099;21.7544;1.6623;18.6931;20.3554;60.0589;98.6046;2
2005-01-03;09:45;2.2957;16.1124;0.1839;18.5920;1.1542;16.6786;17.8328;67.7787;108.3427;2
2005-01-03;10:00;3.1826;20.3242;0.2332;23.7400;1.6463;20.9706;22.6168;74.9129;117.2299;2
2005-01-03;10:15;4.6414;25.1653;0.2916;30.0984;2.4535;25.8296;28.2831;81.6822;125.2283;2
2005-01-03;10:30;5.9324;28.6703;0.3351;34.9378;3.1884;29.3101;32.4985;87.8749;132.3034;2
2005-01-03;10:45;4.0730;25.9114;0.2984;30.2828;2.2203;26.7222;28.9425;93.3033;138.4251;2
2005-01-03;11:00;5.1194;29.1730;0.3383;34.6307;2.8214;29.9878;32.8092;97.9260;143.5670;2
2005-01-03;11:15;3.7640;26.1230;0.3000;30.1870;2.0921;27.0033;29.0954;101.7101;147.7072;2
2005-01-03;11:30;9.5792;36.4504;0.4358;46.4654;5.3566;36.9138;42.2704;104.6306;150.8280;2
2005-01-03;11:45;5.8025;32.1034;0.3735;38.2793;3.2566;32.9697;36.2264;106.6689;152.9160;2
2005-01-03;12:00;6.7622;34.0725;0.3989;41.2336;3.8030;34.8864;38.6894;107.8129;153.9622;2
